time,ax,ay,az,atotal
5.399211168289185,-23.83,-3.79,47.52,53.29
5.406452178955078,-20.72,-6.78,43.6,48.74
5.4164652824401855,-14.28,-8.8,32.26,36.36
5.426695108413696,-8.49,-9.96,22.57,26.08
5.4367921352386475,-3.27,-11.05,19.06,22.27
5.446322202682495,-3.11,-14.46,18.76,23.88
5.456490993499756,-4.09,-17.97,16.77,24.91
5.486800193786621,-0.48,-20.07,10.75,22.77
5.487671136856079,5.34,-20.07,1.16,20.8
5.488275051116943,9.32,-18.05,-9.07,22.24
5.499488115310669,11.2,-14.98,-17.3,25.47
5.506493091583252,12.48,-12.1,-18.62,25.47
5.516443252563477,12.92,-12.63,-12.68,22.07
5.526727199554443,11.2,-14.23,-5.58,18.94
5.536612033843994,8.22,-15.97,-0.6,17.97
5.546614170074463,5.97,-18.04,2.69,19.19
5.556807994842529,4.97,-20.25,5.67,21.6
5.5893261432647705,5.79,-20.88,4.26,22.08
5.590195178985596,8.61,-19.66,-4.12,21.85
5.590845108032227,11.81,-17.79,-14.77,25.96
5.599425315856934,14.19,-15.04,-21.94,30.14
5.606766223907471,15.45,-14.5,-23.39,31.56
5.616655111312866,12.48,-16.19,-18.97,27.88
5.626841068267822,5.88,-18.37,-12.51,22.98
5.636844158172607,-0.82,-18.91,-8.26,20.65
5.646734237670898,-3.54,-17.04,-6.63,18.62
5.656889200210571,-3.38,-13.74,-6.67,15.64
5.688755035400391,-2.27,-9.47,-8.42,12.87
5.689629077911377,-0.19,-4.9,-10.48,11.57
5.690299034118652,2.08,-0.48,-10.32,10.53
5.6993303298950195,3.37,2.1,-7.11,8.14
5.706858158111572,1.57,4.18,-0.74,4.52
5.716681003570557,-0.46,4.33,4.64,6.36
5.726882219314575,-2.78,5.31,9.37,11.12
5.73688817024231,-5.49,6.33,16.67,18.65
5.746817111968994,-6.23,3.41,23.73,24.77
5.7569260597229,-8.92,-0.71,29.49,30.81
5.788639068603516,-13.73,-1.81,31.95,34.82
5.789481163024902,-14.08,0.66,26.93,30.39
5.790104150772095,-9.26,5.42,14.15,17.75
5.799575328826904,-4.37,9.09,-0.49,10.09
5.806827068328857,-2.0,9.73,-8.35,12.97
5.816740036010742,-0.68,8.74,-6.6,10.97
5.826961994171143,-2.64,9.06,-2.14,9.67
5.837002277374268,-6.03,8.58,-0.06,10.48
5.846868991851807,-8.96,9.52,-1.74,13.18
5.857001304626465,-9.65,12.67,-4.56,16.56
5.888990163803101,-9.69,15.22,-5.95,18.99
5.88988733291626,-10.67,16.92,-3.85,20.37
5.890596151351929,-11.91,17.04,3.65,21.1
5.8997461795806885,-15.37,15.68,12.2,25.11
5.906757116317749,-19.15,12.42,18.01,29.07
5.916797161102295,-20.75,8.69,23.27,32.36
5.926838159561157,-19.54,5.21,28.36,34.83
5.9368510246276855,-16.63,0.95,33.35,37.27
5.94692325592041,-13.72,-3.59,34.71,37.49
5.957013130187988,-11.56,-8.92,31.96,35.13
5.988138198852539,-9.6,-13.48,26.12,30.92
5.989019155502319,-8.43,-14.99,17.35,24.42
5.989669322967529,-8.52,-15.45,9.2,19.89
5.999807119369507,-5.12,-15.39,4.82,16.92
6.0071611404418945,4.51,-16.08,6.76,18.01
6.016854286193848,9.53,-15.29,14.56,23.16
6.027289152145386,9.8,-16.79,21.21,28.77
6.036924123764038,8.68,-21.09,21.77,31.52
6.046936988830566,7.39,-25.34,19.67,32.91
6.056953191757202,7.55,-28.92,14.84,33.37
6.088945150375366,7.58,-30.76,4.26,31.96
6.089786052703857,5.88,-29.54,-10.93,32.04
6.090431213378906,4.15,-27.67,-23.84,36.75
6.099931240081787,2.97,-25.31,-30.62,39.83
6.10697603225708,3.15,-23.36,-31.54,39.37
6.117186069488525,3.1,-22.39,-27.58,35.65
6.127206325531006,1.12,-20.47,-19.8,28.5
6.137131214141846,-1.86,-17.72,-9.71,20.29
6.147106170654297,-3.64,-14.09,0.09,14.55
6.157302141189575,-2.87,-9.79,3.67,10.84
6.189608097076416,-0.12,-4.49,1.15,4.63
6.190515995025635,3.08,1.9,-3.77,5.22
6.191166162490845,4.13,13.41,-12.01,18.46
6.199714183807373,7.84,20.17,-13.38,25.44
6.207020282745361,18.09,12.56,10.61,24.44
6.2170422077178955,20.07,4.41,44.62,49.12
6.227102279663086,11.52,3.56,57.89,59.13
6.237100124359131,5.88,7.29,44.7,45.67
6.247269153594971,5.66,10.47,20.93,24.07
6.257251262664795,3.94,12.67,0.82,13.29
6.289097309112549,3.24,14.5,-9.32,17.53
6.289944171905518,3.15,14.73,-11.63,19.03
6.290626049041748,-1.12,11.91,-8.05,14.41
6.299427032470703,-6.79,8.32,-1.85,10.89
6.307362079620361,-10.61,4.84,2.6,11.94
6.317224025726318,-12.33,2.58,3.85,13.17
6.3274149894714355,-12.38,1.03,3.67,12.95
6.337281227111816,-11.11,0.05,2.58,11.4
6.347382068634033,-8.94,-0.55,0.6,8.97
6.357396125793457,-6.13,-0.56,-0.84,6.21
6.38976526260376,-4.61,-1.55,-0.11,4.86
6.390672206878662,-4.3,-3.81,1.7,5.99
6.391308307647705,-3.46,-6.3,2.99,7.78
6.399641990661621,-1.76,-8.28,4.09,9.4
6.407495021820068,-0.35,-9.39,4.36,10.35
6.417245149612427,-0.9,-9.47,3.55,10.15
6.427428245544434,-3.22,-8.32,-0.11,8.92
6.437524318695068,-6.33,-6.21,-8.22,12.09
6.44737434387207,-7.63,-4.55,-12.54,15.36
6.457466125488281,-2.49,-5.01,-6.57,8.62
6.489830017089844,5.65,-6.6,3.41,9.33
6.4906792640686035,10.54,-7.15,10.0,16.19
6.4912731647491455,10.71,-7.77,10.97,17.18
6.498691082000732,8.1,-8.54,10.86,16.01
6.5075201988220215,4.96,-9.26,12.39,16.24
6.5174150466918945,2.61,-9.91,13.74,17.14
6.527566194534302,0.83,-9.79,12.72,16.07
6.537413120269775,-0.4,-9.51,9.02,13.11
6.547485113143921,-0.54,-8.69,3.98,9.57
6.557727336883545,-0.21,-7.41,-1.77,7.62
6.590367317199707,0.64,-5.5,-6.09,8.23
6.5912251472473145,1.89,-3.4,-7.66,8.59
6.591788291931152,2.78,-2.04,-6.65,7.49
6.599539279937744,2.57,-1.21,-4.34,5.18
6.607602119445801,1.81,-0.79,-2.2,2.95
6.617397308349609,1.01,0.39,-1.81,2.1
6.627588272094727,1.24,1.57,-4.58,4.99
6.637699127197266,1.16,3.58,-8.35,9.15
6.647590160369873,1.59,5.77,-11.32,12.8
6.657809257507324,3.23,6.06,-6.9,9.73
6.69014310836792,3.04,5.06,2.43,6.38
6.690968036651611,1.19,2.09,8.51,8.84
6.691617012023926,0.23,0.28,9.4,9.4
6.699540138244629,0.91,-0.62,9.74,9.8
6.707747220993042,1.49,-1.32,9.25,9.46
6.717562198638916,1.38,-1.05,7.37,7.57
6.727656126022339,1.16,0.51,5.04,5.19
6.737664222717285,0.17,1.72,2.6,3.12
6.747686147689819,-0.47,0.44,1.18,1.34
6.757841110229492,-2.81,0.6,1.17,3.1
6.791074275970459,-4.58,1.01,1.22,4.84
6.7919721603393555,-5.01,0.98,1.58,5.34
6.79260516166687,-5.09,0.82,2.25,5.62
6.798962116241455,-4.68,0.19,2.45,5.28
6.807865142822266,-4.3,-0.45,2.51,4.99
6.817533016204834,-4.34,-1.24,2.21,5.02
6.82769513130188,-4.75,-1.7,1.84,5.37
6.837827205657959,-4.95,-2.44,2.6,6.1
6.847761154174805,-5.55,-2.98,4.08,7.5
6.857657194137573,-6.12,-3.46,5.11,8.69
6.891034126281738,-5.16,-5.28,4.21,8.49
6.8918843269348145,-3.98,-6.12,2.24,7.63
6.892530202865601,-3.62,-5.18,1.0,6.39
6.899648189544678,-1.22,-6.24,-0.71,6.39
6.907815217971802,0.12,-5.34,-1.39,5.51
6.917719125747681,1.84,-4.28,0.25,4.66
6.927839279174805,2.81,-5.15,3.03,6.6
6.93771505355835,1.86,-6.76,5.82,9.11
6.947862148284912,0.66,-8.24,8.26,11.68
6.9580230712890625,-0.85,-7.56,9.07,11.83
6.991660118103027,-3.83,-2.05,5.67,7.14
6.992492198944092,-3.73,-3.86,6.01,8.05
6.993141174316406,-1.81,-6.3,5.95,8.85
6.999100208282471,0.3,-9.4,6.55,11.46
7.007878303527832,-1.14,-6.68,1.46,6.93
7.017693042755127,-2.7,-2.88,-1.39,4.18
7.027965068817139,-2.51,-2.07,-1.41,3.54
7.037963151931763,-1.6,-2.32,-1.61,3.24
7.047949314117432,-1.08,-2.83,-1.86,3.55
7.0579023361206055,-0.51,-3.51,-1.23,3.75
7.091625213623047,0.08,-3.73,-0.37,3.74
7.092428207397461,0.58,-3.55,-0.12,3.59
7.093034267425537,0.63,-3.55,0.22,3.61
7.0997631549835205,0.41,-3.73,1.31,3.97
7.107922077178955,0.18,-3.8,2.86,4.75
7.117831230163574,0.06,-3.66,3.41,5.0
7.127928256988525,0.75,-2.9,2.03,3.61
7.137888193130493,2.58,-2.31,-0.79,3.55
7.148108005523682,3.89,-2.05,-2.94,5.28
7.158168315887451,5.38,-2.04,-2.56,6.29
7.192101001739502,5.01,-0.03,-2.66,5.67
7.1929030418396,2.99,2.52,-2.5,4.64
7.193528175354004,1.34,0.84,0.01,1.58
7.198760032653809,-0.21,-2.54,4.59,5.25
7.208034038543701,-1.63,-3.92,7.15,8.31
7.217986106872559,-2.68,-3.32,7.82,8.9
7.22806715965271,-1.75,-3.07,7.5,8.29
7.2381062507629395,0.83,-3.0,6.73,7.41
7.24812912940979,3.34,-2.06,5.13,6.45
7.2580342292785645,4.85,-1.06,2.72,5.66
7.29189920425415,5.7,-0.31,0.78,5.76
7.292750120162964,5.33,0.17,-0.85,5.4
7.293392181396484,4.45,-0.24,-3.07,5.41
7.299744129180908,3.55,-1.23,-4.93,6.19
7.308073043823242,2.02,-2.3,-4.39,5.35
7.3180413246154785,-0.46,-2.48,-2.16,3.32
7.328149318695068,-2.75,-1.99,-2.29,4.09
7.338165283203125,-3.8,-2.1,-2.44,4.98
7.348445177078247,-3.58,-2.63,-1.52,4.69
7.358081340789795,-2.75,-2.44,0.04,3.67
